Player,Tm,Pos,Age,G,GS,Tgt,Rec,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints,Int,Fumbles,FumblesLost
Mike Davis,SFO,RB,23,8,1,5,3,0,0,0,50,1,19,25,0,14.5,0,1,1
Rhett Ellison,MIN,RB,28,15,6,14,9,0,0,0,1,1,1,57,0,20.8,0,0,0
Brittan Golden,ARI,WR,28,12,1,14,8,0,0,0,0,0,0,82,1,20.2,0,1,1
Dominique Jones,MIA,TE,29,9,2,10,7,0,0,0,0,0,0,61,1,19.1,0,0,0
Jordan Todman,IND,RB,26,16,0,1,0,0,0,0,59,0,9,0,0,11.9,0,0,0
Jamaal Charles,KAN,RB,30,3,0,3,2,0,0,0,40,1,12,14,0,13.4,0,0,0
Patrick DiMarco,ATL,RB,27,16,8,10,7,0,0,0,0,0,0,52,1,18.2,0,0,0
Neal Sterling,JAX,WR,24,10,1,16,12,0,0,0,0,0,0,110,0,23.0,0,0,0
Lucky Whitehead,DAL,WR,24,15,1,3,3,0,0,0,82,0,10,48,0,14.0,0,3,1
Jonathan Williams,BUF,RB,22,11,0,2,1,0,0,1,94,1,27,0,0,12.4,0,2,2
Demarcus Ayers,PIT,WR,22,2,1,13,6,0,0,0,-12,0,2,53,1,16.1,0,0,0
Alan Cross,TAM,TE,23,14,0,10,6,0,0,0,0,0,0,38,1,15.8,0,0,0
Shaun Hill,MIN,QB,36,3,1,0,0,242,0,35,5,0,5,0,0,10.2,0,0,0
David Johnson,PIT,TE,29,16,5,11,7,0,0,0,0,0,0,80,0,17.0,0,0,0
Darren McFadden,DAL,RB,29,3,1,5,3,0,0,0,87,0,24,17,0,13.4,0,0,0
Joshua Perkins,ATL,TE,23,8,1,5,3,0,0,0,0,0,0,42,1,13.2,0,0,0
Antone Smith,TAM,RB,31,3,0,9,6,0,0,0,47,0,10,77,0,16.4,0,2,1
James Wright,CIN,WR,25,13,2,19,13,0,0,0,-6,0,2,106,0,23.0,0,0,0
George Atkinson,CLE,RB,24,16,0,0,0,0,0,0,34,1,7,0,0,9.4,0,1,0
Blake Bell,SFO,TE,25,13,0,9,4,0,0,0,0,0,0,85,0,12.5,0,0,0
Leonte Carroo,MIA,WR,22,14,2,6,3,0,0,0,0,0,0,29,1,11.9,0,0,0
Pharoh Cooper,LAR,WR,21,10,3,20,14,0,0,1,0,0,0,106,0,22.6,1,0,0
Gavin Escobar,DAL,TE,25,16,1,7,4,0,0,0,0,0,0,30,1,13.0,0,0,0
Mike Glennon,TAM,QB,27,2,0,0,0,75,1,11,0,0,0,0,0,9.0,0,0,0
T.J. Jones,DET,WR,24,3,0,14,5,0,0,0,0,0,0,93,0,14.3,0,0,0
Tyler Kroft,CIN,TE,24,14,11,12,10,0,0,0,0,0,0,92,0,19.2,0,0,0
Tommylee Lewis,NOR,WR,24,12,1,11,7,0,0,0,11,0,3,76,0,15.7,0,2,0
Marcel Reece,SEA,RB,31,4,0,5,5,0,0,0,0,0,2,73,0,14.3,0,0,0
Drew Stanton,ARI,QB,32,5,1,0,0,192,2,48,-3,0,3,0,0,9.4,3,0,0
Juwan Thompson,DEN,RB,24,8,1,1,0,0,0,0,26,1,8,0,0,8.6,0,0,0
Fitzgerald Toussaint,PIT,RB,26,16,0,3,3,0,0,0,58,0,14,33,0,12.1,0,0,0
Bryce Treggs,PHI,WR,22,9,1,12,3,0,0,0,7,0,2,80,0,11.7,0,0,0
Terrell Watson,PHI,RB,23,1,0,1,1,0,0,0,28,1,9,5,0,10.3,0,0,0
Derek Watt,SDG,RB,24,16,2,4,4,0,0,0,4,0,2,83,0,12.7,0,0,0
Charlie Whitehurst,CLE,QB,34,1,0,0,0,182,1,24,1,0,2,0,0,9.4,1,0,0
Andre Williams,SDG,RB,24,1,0,2,0,0,0,0,87,0,18,0,0,8.7,0,0,0
Trevone Boykin,SEA,QB,23,5,0,0,0,145,1,18,1,0,8,0,0,7.9,1,1,0
Ryan Grant,WAS,WR,26,16,1,19,9,0,0,0,0,0,0,76,0,16.6,0,0,0
Connor Hamlett,CLE,TE,24,3,2,1,1,0,0,0,0,0,0,17,1,8.7,0,0,0
Rashard Higgins,CLE,WR,22,16,0,12,6,0,0,0,0,0,0,77,0,13.7,0,0,0
Cody Latimer,DEN,WR,24,12,1,15,8,0,0,0,0,0,0,76,0,15.6,0,0,0
Matt Lengel,NWE,TE,26,6,0,3,2,0,0,0,0,0,0,22,1,10.2,0,0,0
Geno Smith,NYJ,QB,26,2,1,0,0,126,1,14,9,0,2,0,0,7.9,1,1,0
Wendall Williams,HOU,WR,26,3,0,7,4,0,0,0,0,0,0,75,0,11.5,0,0,0
Malcolm Brown,LAR,RB,23,16,0,3,3,0,0,0,39,0,18,46,0,9.5,0,1,1
Aaron Burbridge,SFO,WR,23,16,3,16,7,0,0,0,0,0,0,88,0,13.8,0,1,1
Michael Campanaro,BAL,WR,25,3,0,1,0,0,0,0,72,0,3,0,0,7.2,0,0,0
Josh Doctson,WAS,WR,24,2,0,6,2,0,0,0,0,0,0,66,0,8.6,0,0,0
Alex Erickson,CIN,WR,24,16,0,8,6,0,0,0,0,0,0,71,0,13.1,0,3,0
Jerome Felton,BUF,RB,30,15,4,9,6,0,0,0,13,0,8,57,0,13.0,0,0,0
Maurice Harris,WAS,WR,24,10,0,12,8,0,0,0,0,0,0,66,0,14.6,0,1,0
EJ Manuel,BUF,QB,26,6,1,0,0,131,0,26,22,0,8,0,0,7.4,0,2,1
Byron Marshall,PHI,RB,22,3,0,5,3,0,0,0,64,0,19,10,0,10.4,0,0,0
Keith Mumphery,HOU,WR,24,11,3,12,10,0,0,0,0,0,0,69,0,16.9,0,0,0
Geoff Swaim,DAL,TE,23,9,6,8,6,0,0,0,0,0,0,69,0,12.9,0,0,0
Keenan Allen,SDG,WR,24,1,1,7,6,0,0,0,0,0,0,63,0,12.3,0,0,0
Jace Amaro,TEN,TE,24,3,0,4,3,0,0,0,0,0,0,59,0,8.9,0,0,0
Brandon Bostick,NYJ,TE,27,16,7,11,8,0,0,0,0,0,0,63,0,14.3,0,0,0
Connor Cook,OAK,QB,23,1,0,0,0,150,1,21,0,0,0,0,0,6.0,1,2,1
Trevor Davis,GNB,WR,23,11,0,7,3,0,0,0,0,0,0,24,1,9.4,0,2,1
Johnny Holton,OAK,WR,26,15,0,3,2,0,0,0,43,0,6,34,0,7.7,0,1,1
Adrian Peterson,MIN,RB,31,3,3,6,3,0,0,0,72,0,37,8,0,9.0,0,1,1
Phillip Supernaw,TEN,TE,26,15,2,5,4,0,0,0,0,0,0,62,0,10.2,0,0,0
De'Anthony Thomas,KAN,WR,23,12,0,9,7,0,0,0,29,0,4,35,0,13.4,0,0,0
D.J. Tialavea,ATL,TE,25,2,0,1,1,0,0,0,0,0,0,1,1,7.1,0,0,0
Nick Williams,ATL,WR,26,2,0,7,5,0,0,0,0,0,0,59,0,10.9,0,0,0
Javorius Allen,BAL,RB,25,8,0,4,3,0,0,0,34,0,9,15,0,7.9,0,0,0
Knile Davis,2TM,RB,25,11,0,7,5,0,0,0,28,0,18,25,0,10.3,0,0,0
Dwayne Harris,NYG,WR,29,16,1,1,1,0,0,0,0,0,0,13,1,6.3,0,3,1
Tavarres King,NYG,WR,26,7,0,4,2,0,0,0,0,0,0,50,0,7.0,0,0,0
Ifeanyi Momah,ARI,WR,27,5,1,4,2,0,0,0,0,0,0,50,0,7.0,0,0,0
Troymaine Pope,2TM,RB,23,4,0,2,1,0,0,0,44,0,12,5,0,5.9,0,0,0
Tony Romo,DAL,QB,36,1,0,0,0,29,1,4,0,0,0,0,0,5.2,0,0,0
Brandon Wilds,NYJ,RB,23,4,0,2,2,0,0,0,27,0,10,20,0,6.7,0,0,0
Nick Boyle,BAL,TE,23,6,0,6,6,0,0,0,0,0,0,44,0,10.4,0,0,0
Ben Braunecker,CHI,TE,22,13,2,6,4,0,0,0,0,0,0,41,0,8.1,0,0,0
Quan Bray,IND,WR,23,6,0,4,3,0,0,0,7,0,1,36,0,7.3,0,0,0
Jakeem Grant,MIA,WR,24,16,0,1,0,0,0,0,1,0,1,0,0,4.1,0,4,1
Mike James,TAM,RB,25,4,0,4,4,0,0,0,19,0,4,22,0,8.1,0,0,0
Taiwan Jones,OAK,RB,28,13,0,4,4,0,0,0,-8,0,1,43,0,7.5,0,0,0
Daniel Lasco,NOR,RB,24,7,0,4,2,0,0,0,32,0,11,11,0,6.3,0,0,0
Bradley Marquez,LAR,WR,24,14,0,7,3,0,0,0,2,0,1,37,0,6.9,0,0,0
Dexter McCluster,SDG,WR,27,6,0,11,7,0,0,0,2,0,3,36,0,10.8,0,0,0
Justin Perillo,GNB,TE,25,9,1,5,4,0,0,0,0,0,0,35,0,7.5,0,0,0
Brandon Williams,SEA,TE,29,16,1,3,2,0,0,0,0,0,0,36,0,5.6,0,0,0
D.J. Foster,NWE,RB,23,3,0,2,1,0,0,0,24,0,7,2,0,3.6,0,0,0
Don Jackson,GNB,RB,23,3,1,1,0,0,0,0,32,0,10,0,0,3.2,0,0,0
Malcolm Johnson,CLE,RB,24,7,1,7,5,0,0,0,2,0,1,44,0,7.6,0,1,1
Sean McGrath,SDG,TE,29,16,5,2,2,0,0,0,0,0,0,25,0,4.5,0,0,0
Niles Paul,WAS,WR,27,8,1,2,2,0,0,0,0,0,0,27,0,4.7,0,0,0
Isaiah Pead,MIA,RB,27,3,0,1,1,0,0,0,22,0,8,6,0,3.8,0,0,0
Lee Smith,OAK,TE,29,4,4,6,6,0,0,0,0,0,0,29,0,8.9,0,0,0
Nick Vannett,SEA,TE,23,9,2,4,3,0,0,0,0,0,0,32,0,6.2,0,0,0
Danny Vitale,CLE,RB,23,9,3,5,4,0,0,0,0,0,0,27,0,6.7,0,0,0
Antonio Andrews,TEN,RB,24,16,0,0,0,0,0,0,15,0,2,0,0,1.5,0,0,0
Brenton Bersin,CAR,WR,26,10,0,6,2,0,0,0,0,0,0,17,0,3.7,0,0,0
Brandon Bolden,NWE,RB,26,14,0,4,2,0,0,0,4,0,1,15,0,3.9,0,0,0
Damiere Byrd,CAR,WR,23,1,0,1,1,0,0,0,0,0,0,16,0,2.6,0,0,0
James Develin,NWE,TE,28,16,4,6,3,0,0,0,0,0,0,18,0,4.8,0,0,0
Jalston Fowler,TEN,RB,26,16,6,2,1,0,0,0,3,0,1,14,0,2.7,0,0,0
Clay Harbor,2TM,TE,29,15,2,3,3,0,0,0,0,0,0,19,0,4.9,0,0,0
Percy Harvin,BUF,WR,28,2,1,4,2,0,0,0,11,0,1,6,0,3.7,0,0,0
Cardale Jones,BUF,QB,24,1,0,0,0,96,0,11,-1,0,1,0,0,1.7,1,0,0
Zach Line,MIN,RB,26,15,4,3,0,0,0,0,15,0,7,0,0,1.5,0,0,0
Marc Mariani,TEN,WR,29,16,0,0,0,0,0,0,15,0,1,0,0,1.5,0,1,0
Matt McGloin,OAK,QB,27,3,1,0,0,50,0,15,-3,0,3,0,0,1.7,0,0,0
J.D. McKissic,SEA,WR,23,1,0,2,2,0,0,0,2,0,1,16,0,3.8,0,0,0
Logan Paulsen,CHI,TE,29,16,12,10,3,0,0,0,0,0,0,15,0,4.5,0,0,0
Cedric Peerman,CIN,RB,30,6,0,1,0,0,0,0,15,0,6,0,0,1.5,0,0,0
Jay Prosch,HOU,RB,24,15,1,1,1,0,0,0,9,0,4,6,0,2.5,0,0,0
DeAndre Smelter,SFO,WR,25,2,0,1,1,0,0,0,0,0,0,23,0,3.3,0,0,0
Devin Smith,NYJ,WR,24,4,0,3,1,0,0,0,0,0,0,20,0,3.0,0,0,0
Luke Stocker,TAM,TE,28,12,10,8,5,0,0,0,0,0,0,23,0,7.3,0,0,0
Devin Street,IND,WR,25,5,0,6,1,0,0,0,0,0,0,20,0,3.0,0,0,0
Mike Thomas,LAR,WR,22,15,0,9,3,0,0,0,0,0,0,37,0,4.7,0,1,1
Ross Travis,KAN,TE,23,6,3,6,3,0,0,0,0,0,0,15,0,4.5,0,0,0
Laquon Treadwell,MIN,WR,21,9,1,3,1,0,0,0,0,0,0,15,0,2.5,0,0,0
Griff Whalen,SDG,WR,26,8,0,4,2,0,0,0,0,0,0,22,0,4.2,0,0,0
Cole Wick,DET,TE,23,6,0,3,2,0,0,0,0,0,0,18,0,3.8,0,0,0
Shane Wynn,JAX,WR,24,5,0,3,1,0,0,0,5,0,2,19,0,3.4,0,0,0
Jared Abbrederis,GNB,WR,26,5,0,2,1,0,0,0,0,0,0,8,0,1.8,0,0,0
Joe Banyard,JAX,RB,28,1,0,0,0,0,0,0,7,0,2,0,0,0.7,0,0,0
Jeremy Butler,SDG,WR,25,4,0,2,2,0,0,0,0,0,0,11,0,3.1,0,0,0
Derek Carrier,WAS,TE,26,8,0,2,2,0,0,0,0,0,0,10,0,3.0,0,0,0
Gerald Christian,BUF,TE,25,3,0,2,1,0,0,0,0,0,0,14,0,2.4,0,0,0
Chase Daniel,PHI,QB,30,1,0,0,0,16,0,1,0,0,0,0,0,0.6,0,0,0
Alex Ellis,JAX,TE,23,6,3,4,3,0,0,0,0,0,0,11,0,4.1,0,0,0
David Fales,CHI,QB,26,1,0,0,0,22,0,5,0,0,1,0,0,0.9,0,1,0
George Farmer,SEA,RB,23,2,0,3,1,0,0,0,1,0,1,4,0,1.5,0,0,0
Rashad Greene,JAX,WR,24,8,0,8,5,0,0,0,0,0,0,32,0,6.2,0,4,1
Je'Ron Hamm,SFO,TE,24,5,0,4,2,0,0,0,0,0,0,13,0,3.3,0,0,0
Ryan Hewitt,CIN,TE,25,16,11,3,2,0,0,0,0,0,0,13,0,3.3,0,0,0
Bronson Hill,JAX,RB,23,3,0,1,0,0,0,0,11,0,2,0,0,1.1,0,0,0
Henry Krieger-Coble,DEN,TE,24,2,0,1,1,0,0,0,0,0,0,13,0,2.3,0,0,0
Paul Lasike,CHI,RB,26,10,3,1,1,0,0,0,8,0,3,3,0,2.1,0,0,0
Terrence Magee,SEA,RB,23,2,0,0,0,0,0,0,12,0,3,0,0,1.2,0,0,0
Chris Manhertz,2TM,TE,24,7,2,1,1,0,0,0,0,0,0,10,0,2.0,0,0,0
Paul McRoberts,LAR,WR,24,2,0,1,1,0,0,0,0,0,0,6,0,1.6,0,0,0
Raheem Mostert,2TM,RB,24,3,0,0,0,0,0,0,6,0,1,0,0,0.6,0,0,0
Matthew Mulligan,DET,TE,31,8,0,1,1,0,0,0,0,0,0,8,0,1.8,0,0,0
Roosevelt Nix,PIT,RB,24,10,2,2,2,0,0,0,0,0,0,5,0,2.5,0,0,0
MyCole Pruitt,2TM,TE,24,4,0,2,2,0,0,0,0,0,0,13,0,3.3,0,0,0
Daryl Richardson,PIT,RB,26,3,0,0,0,0,0,0,7,0,2,0,0,0.7,0,0,0
Stevan Ridley,ATL,RB,27,1,0,0,0,0,0,0,7,0,3,0,0,0.7,0,0,0
Rashad Ross,WAS,WR,26,5,0,1,1,0,0,0,0,0,0,8,0,1.8,0,0,0
Anthony Sherman,KAN,RB,28,16,3,6,4,0,0,0,0,0,0,11,0,5.1,0,0,0
Lorenzo Taliaferro,BAL,RB,25,3,0,3,3,0,0,0,0,0,1,10,0,4.0,0,0,0
Stepfan Taylor,ARI,RB,25,15,0,0,0,0,0,0,12,0,4,0,0,1.2,0,0,0
Tony Washington,JAX,WR,24,2,0,1,1,0,0,0,0,0,0,9,0,1.9,0,0,0
Mario Alford,CLE,,24,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Joique Bell,2TM,RB,30,7,0,1,1,0,0,0,6,0,3,-2,0,1.4,0,0,0
Braedon Bowman,NYJ,,22,3,0,1,0,0,0,0,0,0,0,0,0,,0,,0
Daniel Braverman,CHI,,23,3,0,2,0,0,0,0,0,0,0,0,0,,0,,0
Brandon Burks,NYJ,RB,23,1,0,0,0,0,0,0,-4,0,2,0,0,-0.4,0,0,0
Isaiah Burse,SDG,,25,9,1,4,0,0,0,0,0,0,0,0,0,,0,0,0
Michael Burton,DET,,24,15,0,1,0,0,0,0,0,0,0,0,0,,0,,0
Orson Charles,DET,,25,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Kellen Clemens,SDG,QB,33,12,0,0,0,0,0,1,-1,0,2,0,0,-0.1,0,0,0
Asante Cleveland,SDG,,24,4,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Chase Coffman,IND,,30,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Geremy Davis,SDG,,24,3,0,2,0,0,0,0,0,0,0,0,0,,0,0,0
Kellen Davis,NYJ,,31,8,7,1,0,0,0,0,0,0,0,0,0,,0,0,0
Jim Dray,2TM,,30,6,2,0,0,0,0,0,0,0,0,0,0,,0,,0
Thomas Duarte,MIA,,21,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Donteea Dye,TAM,,23,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Isaac Fruechte,MIN,,25,1,0,1,0,0,0,0,0,0,0,0,0,,0,,0
Aaron Green,LAR,,24,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Glenn Gronkowski,BUF,,23,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Russell Hansbrough,TAM,,23,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Cory Harkey,LAR,,26,12,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Clark Harris,CIN,,32,13,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Temarrick Hemingway,LAR,,23,8,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Chad Henne,JAX,QB,31,1,0,0,0,0,0,0,-2,0,1,0,0,-0.2,0,0,0
Julian Howsare,NYJ,,24,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Joe Kerridge,GNB,RB,24,8,0,0,0,0,0,0,0,0,1,0,0,,0,0,0
Jake Lampman,NOR,,23,6,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Khari Lee,DET,,24,8,0,1,0,0,0,0,0,0,0,0,0,,0,,0
Dezmin Lewis,BUF,,24,1,0,1,0,0,0,0,0,0,0,0,0,,0,,0
Tony Lippett,MIA,,24,16,13,0,0,0,0,0,0,0,0,0,0,,0,0,0
Vince Mayle,DAL,,25,6,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Tre McBride,TEN,,24,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
A.J. McCarron,CIN,,26,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
David Morgan,MIN,TE,23,12,0,1,1,0,0,0,0,0,0,4,0,1.4,0,0,0
Marcus Murphy,NOR,RB,25,3,0,1,1,0,0,0,0,0,0,3,0,1.3,0,0,0
Troy Niklas,ARI,TE,24,3,2,2,1,0,0,0,0,0,0,0,0,1.0,0,0,0
James O'Shaughnessy,KAN,TE,24,16,3,3,2,0,0,0,0,0,0,-1,0,1.9,0,0,0
Ryan O'Malley,OAK,,23,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Jordan Payton,CLE,WR,23,4,0,3,1,0,0,0,0,0,0,3,0,1.3,0,0,0
Demarcus Robinson,KAN,,22,16,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Khiry Robinson,NYJ,RB,27,1,0,0,0,0,0,0,22,0,8,0,0,0.2,0,1,1
Mark Sanchez,DAL,QB,30,2,0,0,0,93,0,18,-2,0,4,0,0,-0.5,2,0,0
Matt Schaub,ATL,QB,35,4,0,0,0,16,0,3,-2,0,2,0,0,0.4,0,0,0
Rashawn Scott,MIA,,24,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Scott Simonson,CAR,,24,5,1,0,0,0,0,0,0,0,0,0,0,,0,,0
Rod Smith,DAL,RB,24,7,0,1,1,0,0,0,0,0,0,4,0,1.4,0,0,0
Tevaun Smith,IND,,23,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
Nate Solder,NWE,,28,15,15,0,0,0,0,0,0,0,0,0,0,,0,,0
Randall Telfer,CLE,TE,24,14,5,7,2,0,0,0,0,0,0,4,0,2.4,0,0,0
Eric Tomlinson,NYJ,,24,7,5,0,0,0,0,0,0,0,0,0,0,,0,,0
Hakeem Valles,ARI,,24,11,1,2,0,0,0,0,0,0,0,0,0,,0,,0
Joe Webb,CAR,WR,30,14,0,3,1,0,0,0,0,0,0,3,0,1.3,0,0,0
Eric Weems,ATL,,31,16,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Kasen Williams,SEA,,24,1,0,1,0,0,0,0,0,0,0,0,0,,0,,0
Maxx Williams,BAL,,22,4,0,0,0,0,0,0,0,0,0,0,0,,0,,0
T.J. Yates,MIA,,29,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Bralon Addison,CHI,RB,23,2,0,1,1,0,0,0,4,0,1,11,0,0.5,0,1,1
Sean Mannion,LAR,QB,24,1,0,0,0,19,0,6,-1,0,1,0,0,-1.3,1,1,0
Tyler Ervin,HOU,RB,23,12,0,5,3,0,0,0,3,0,1,18,0,1.1,0,3,2
Brett Hundley,GNB,QB,23,4,0,0,0,17,0,10,-2,0,3,0,0,-1.5,1,1,0
Keshawn Martin,SFO,,26,1,0,0,0,0,0,0,0,0,0,0,0,-2.0,0,1,1
Kalif Raymond,DEN,,22,4,0,2,0,0,0,0,0,0,0,0,0,-2.0,0,2,1
Matthew Slater,NWE,WR,31,13,0,1,0,0,0,0,5,0,1,0,0,-1.5,0,2,1
